Date,Sequential_Number,Mitzvah_Type_Number,Summary,Biblical_Source,Sefaria_Link
2025-12-29,142,Positive 128,We are commanded to extract the second tithe.,Devarim 26:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.128?lang=bi
2025-12-30,143,Positive 129,We are commanded regarding priestly service.,Shemos 28:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.129?lang=bi
2025-12-30,144,Positive 130,"We are commanded to extract the poor tithe every third year of the sabbatical [cycle], as well as the third year from every third year meaning the sixth year of the sabbatical [cycle].",Devarim 14:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.130?lang=bi
2025-12-31,145,Positive 131,"We are commanded to declare in front of Him the fulfillment of the regulations of the tithes and the priestly tithes; and to be clear from them also in speech, the same way we are clear from holding them back in deed.",Devarim 26:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.131?lang=bi
2025-12-31,146,Positive 132,"We are commanded to tell over His kindnesses that He benefited us and saved us and one begins with the topic of our father, Yaakov, and finishes with the toil of the Egyptians and their afflicting us to praise Him about all of this; and to request from Him to continue the blessing, at the time that one brings the first-fruits.",Devarim 26:5,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.132?lang=bi
2026-01-01,147,Positive 133,We are commanded to separate the loaf (<i>challah</i>)-tithe from our dough and to give it to the priest.,Devarim 14:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.133?lang=bi
2026-01-01,148,Positive 134,We are commanded to render ownerless all that grows from the ground during the sabbatical year and permit the growth of all of our lands to any person.,Vayikra 25:5,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.134?lang=bi
2026-01-02,149,Positive 135,We are commanded to rest from any agricultural work on the seventh year.,Devarim 15:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.135?lang=bi
2026-01-02,150,Positive 136,"We are commanded to sanctify the fiftieth year that is to say, to cease working during it.",Vayikra 25:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.136?lang=bi
2026-01-03,151,Positive 137,"We are commanded to blow the shofar on the tenth day of Tishrei of this year to announce the freedom of the slaves, and that every Jewish slave go out to freedom on the tenth day of Tishrei.",Vayikra 25:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.137?lang=bi
2026-01-03,152,Positive 138,"We are commanded to return all the lands to their owners in this year, and that they go out from their buyers without [payment].",Shemos 22:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.138?lang=bi
2026-01-04,153,Positive 139,We are commanded that there be [the possibility of] redeeming lands sold within the city wall only until the end of a year.,Vayikra 1:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.139?lang=bi
2026-01-04,154,Positive 140,"We are commanded to count the years and the sabbatical cycles until the Jubilee year, once the land has been conquered and we have subdued it.",Vayikra 25:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.140?lang=bi
2026-01-05,155,Positive 141,We are commanded to release monies meaning all debts on the sabbatical year.,Devarim 15:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.141?lang=bi
2026-01-05,156,Positive 142,"We are commanded to press the gentile and to force him to pay his debt, just as we have been commanded to pity the Jew and have been prohibited from pressing him.",Devarim 12:5-6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.142?lang=bi
2026-01-06,157,Positive 143,"We are commanded to give to the priest, the shoulder, the cheeks and the stomach from every sacrifice of pure animals that we slaughter.",Devarim 18:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.143?lang=bi
2026-01-06,158,Positive 144,We are commanded to give the first shearing to the priest.,Devarim 18:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.144?lang=bi
2026-01-07,159,Positive 145,We are commanded to administer the laws of dedications.,Devarim 21:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.145?lang=bi
2026-01-07,160,Positive 146,"We are commanded to slaughter a beast, animal or bird and then to eat its meat; and that it only be permissible to eat their meat by slaughtering [it].",Vayikra 27:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.146?lang=bi
2026-01-08,161,Positive 147,We are commanded to cover the blood of a [wild] animal or bird after they are slaughtered.,Devarim 14:21,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.147?lang=bi
2026-01-08,162,Positive 148,We are commanded to send away [the mother bird from] the nest.,Devarim 22:6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.148?lang=bi
2026-01-09,163,Positive 149,We are commanded to check for the signs of beasts and animals that can be slaughtered and that is that they chew the cud and have split hooves and it is then permissible to eat them.,Vayikra 27:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.149?lang=bi
2026-01-09,164,Positive 150,"We are commanded to check for the signs of birds, such that only some of them are permissible.",Shemos 22:27,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.150?lang=bi
2026-01-10,165,Positive 151,We are commanded to check for the signs of locusts as well.,Vayikra 25:29,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.151?lang=bi
2026-01-10,166,Positive 152,"We are commanded to check for the signs of [permissible] fish, which are written [in the Torah].",Vayikra 25:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.152?lang=bi
2026-01-11,167,Positive 153,"We are commanded to sanctify (proclaim) the months (in other versions, and to calculate the months) and years.",Vayikra 25:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.153?lang=bi
2026-01-11,168,Positive 154,We are commanded to rest on Shabbat.,Vayikra 23:21,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.154?lang=bi
2026-01-12,169,Positive 155,We are commanded to sanctify the Shabbat and to say things at its beginning and its culmination.,Shemos 12:46,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.155?lang=bi
2026-01-12,170,Positive 156,We are commanded to destroy chametz from our homes on the fourteenth day of Nissan.,Shemos 12:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.156?lang=bi
2026-01-13,171,Positive 157,We are commanded to tell about the exodus from Egypt on the night of the fifteenth of Nissan at the beginning of the night according to the speaker's linguistic abilities.,Bamidbar 9:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.157?lang=bi
2026-01-13,172,Positive 158,We are commanded to eat matzah on the night of the fifteenth of Nissan whether there is a Pesach lamb or not.,Shemos 12:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.158?lang=bi
2026-01-14,173,Positive 159,We are commanded to rest on the first day of Pesach.,Vayikra 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.159?lang=bi
2026-01-14,174,Positive 160,We are commanded to rest from work on the seventh [day] of Pesach.,Vayikra 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.160?lang=bi
2026-01-15,175,Positive 161,We are commanded to count forty-nine days from the harvesting of the omer.,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.161?lang=bi
2026-01-15,176,Positive 162,We are commanded to rest from work on the day of <i>Atzeret</i> (Shavuos).,Bamidbar 29:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.162?lang=bi
2026-01-16,177,Positive 163,We are commanded to rest from work on the First of Tishrei.,Vayikra 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.163?lang=bi
2026-01-16,178,Positive 164,We are commanded to fast on the tenth day of Tishrei.,Vayikra 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.164?lang=bi
2026-01-17,179,Positive 165,We are commanded to rest from work and [certain] actions on Yom Kippur.,Vayikra 23:29,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.165?lang=bi
2026-01-17,180,Positive 166,We are commanded to rest from work on the first day of Sukkos.,Vayikra 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.166?lang=bi
2026-01-18,181,Positive 167,We are commanded to rest from work on the eighth [day] of the holiday of Sukkos.,Devarim 16:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.167?lang=bi
2026-01-18,182,Positive 168,We are commanded to dwell in the Sukkah seven days on the days of the holiday.,Vayikra 23:42,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.168?lang=bi
2026-01-19,183,Positive 169,We are commanded to hold the lulav and to rejoice in front of the Lord seven days.,Vayikra 25:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.169?lang=bi
2026-01-19,184,Positive 170,We are commanded to listen to the sound of the shofar on the first day of Tishrei.,Bamidbar 29:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.170?lang=bi
2026-01-20,185,Positive 171,We are commanded to give over a half shekel-coin each year.,Shemos 30:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.171?lang=bi
2026-01-20,186,Positive 172,"We are commanded to listen to all of the prophets, to do all that he commands even against a commandment or a group of these commandments.",Devarim 17:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.172?lang=bi
2026-01-21,187,Positive 173,We are commanded to appoint a king upon us [that] he gather all of our nation and lead us.,Vayikra 5:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.173?lang=bi
2026-01-21,188,Positive 174,"We are commanded to listen to the Great Court and to do everything that they command us, to forbid and to permit.",Devarim 13:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.174?lang=bi
2026-01-22,189,Positive 175,We are commanded to follow the majority when there is a disagreement among the sages about any of the laws of the Torah.,Vayikra 25:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.175?lang=bi
2026-01-22,190,Positive 176,We are commanded to appoint judges and officers to force the implementation of the Torah's commandments and to bring those inclining away from the true path back towards it.,Devarim 13:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.176?lang=bi
2026-01-23,191,Positive 177,We are commanded in this positive mitzvah.,Devarim 23:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.177?lang=bi
2026-01-23,192,Positive 178,We are commanded to testify in court about everything that we know.,Devarim 20:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.178?lang=bi
2026-01-24,193,Positive 179,We are commanded to investigate the testimony and to inquire [about] it well; and afterwards we judge the case and reach the truth.,Devarim 19:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.179?lang=bi
2026-01-24,194,Positive 180,We are commanded to render witnesses that testify falsely liable for the punishment that they thought to bring about with their testimony.,Devarim 19:18-19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.180?lang=bi
2026-01-25,195,Positive 181,We are commanded to behead a calf according to its commandment when a corpse is found in the field and it is not known who killed him.,Devarim 17:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.181?lang=bi
2026-01-25,196,Positive 182,"We are commanded to prepare six cities of refuge, such that they be ready for the accidental manslaughterer, that a path to them be fixed, that it be straightened and that nothing be left that would impede the fugitive from running [to them].",Devarim 21:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.182?lang=bi
2026-01-26,197,Positive 183,"We are commanded to give cities to the Levites to dwell, since they do not have a portion and inheritance in the Land.",Bamidbar 35:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.183?lang=bi
2026-01-26,198,Positive 184,We are commanded to remove obstacles and dangers from all of our inhabitations.,Vayikra 22:30,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.184?lang=bi
2026-01-27,199,Positive 185,"We are commanded to destroy idolatry and all of its houses with all types of destruction, annihilation, breaking, burning, demolishing and cutting every type according to what will be most enhanced and quickest in the destruction.",Devarim 25:17-19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.185?lang=bi
2026-01-27,200,Positive 186,We are commanded to kill all the people of a condemned city (<i>ir hanidachat</i>) and to burn the city with everything that is in it.,Devarim 25:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.186?lang=bi
2026-01-28,201,Positive 187,"We are commanded to kill the seven nations that dwelled in the Land of Canaan and to destroy them, since they are the root of idolatry and its first base.",Devarim 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.187?lang=bi
2026-01-28,202,Positive 188,"We are commanded to exclusively cut off the seed of Amalek males, females, adults and children from among the rest of the descendants of Esav.",Shemos 12:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.188?lang=bi
2026-01-29,203,Positive 189,"We are commanded to remember what Amalek did to us in its coming forward to do us evil, to hate it at all times, to arouse the spirits with statements to fight with it and to make the nation alacritous to hate it such that the commandment not be forgotten with [the passing of] so much time.",Devarim 21:10-13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.189?lang=bi
2026-01-29,204,Positive 190,We are commanded the law that He gave to us in a war with the other nations; and that is called an optional war.,Vayikra 23:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.190?lang=bi
2026-01-30,205,Positive 191,We are commanded to appoint a priest that rebukes the people with the rebukes [needed for a] war and recalls whoever is not fit to fight whether from weakness [or because] his thoughts will be on a matter that will lead to a lack of courage in war and these are the three things explained by Scripture.,Devarim 25:5-6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.191?lang=bi
2026-01-30,206,Positive 192,"We are commanded that when our soldiers go out to war, we prepare them a path outside of the camps, such that the people go out and a man not do his needs everywhere and between the dwellings, like the [other] nations do.",Devarim 25:7-9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.192?lang=bi
2026-01-31,207,Positive 193,We are commanded that there be a digging tool together with the other tools of war with each one of the men of war; so as to dig with it in the place that he defecates on that path that is designated for this.,Devarim 22:29,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.193?lang=bi
2026-01-31,208,Positive 194,"We are commanded to return the stolen item itself, if it is still remaining as itself with the addition of a fifth if he swore [about it] or to give its value, if it was transformed.",Devarim 22:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.194?lang=bi
2026-02-01,209,Positive 195,We are commanded to give charity (<i>tzedekah</i>) and to strengthen the weak and to ease [their situation].,Devarim 18:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.195?lang=bi
2026-02-01,210,Positive 196,"We are commanded to reward a Hebrew (Jewish) slave when he goes free, and not to have him leave [his owner's domain] empty-handed.",Vayikra 25:46,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.196?lang=bi
2026-02-02,211,Positive 197,"We are commanded to lend to the poor, to lighten his poverty from upon him and to ease [his condition].",Devarim 26:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.197?lang=bi
2026-02-02,212,Positive 198,We are commanded to demand interest from idolaters.,Devarim 23:21,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.198?lang=bi
2026-02-03,213,Positive 199,We are commanded to return the surety to its Jewish owner at the time that he has a need for it: If the surety is from that which he needs during the day such as tools of his craft or his activity he returns it to him during the day and holds it in surety at night; and if it is from that which he needs at night such as a pillow or a blanket he returns it to him at night and holds it in surety during the day.,Shemos 21:2-6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.199?lang=bi
2026-02-03,214,Positive 200,"We are commanded to give the wage of an employee on its day, and not to delay it to another day.",Devarim 18:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.200?lang=bi
2026-02-04,215,Positive 201,"We are commanded that an employee eat from the thing he is working upon, at the time of his work when the thing is attached to the ground.",Vayikra 27:26,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.201?lang=bi
2026-02-04,216,Positive 202,We are commanded to unload the load from upon an animal when it gets tired from its load upon the way.,Vayikra 22:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.202?lang=bi
2026-02-05,217,Positive 203,"We are commanded to raise up the load upon an animal or a person when he is alone, after someone besides us has put it down.",Vayikra 12:6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.203?lang=bi
2026-02-05,218,Positive 204,We are commanded to return a lost object to its owners.,Vayikra 5:23,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.204?lang=bi
2026-02-06,219,Positive 205,"We are commanded to rebuke a sinner, or one who wants to sin, and to prevent him from it with words of rebuke.",Devarim 23:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.205?lang=bi
2026-02-06,220,Positive 206,"We are commanded to love each other like we love ourselves, and that one's love and compassion for one's brother be like the love and compassion for himself regarding his money regarding his body and regarding everything that is in his domain.",Devarim 24:6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.206?lang=bi
2026-02-07,221,Positive 207,We are commanded to love converts.,Devarim 10:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.207?lang=bi
2026-02-07,222,Positive 208,"We are commanded to justify the leveler, the scales, the weights and the measures; and to maximize their exactness.",Devarim 18:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.208?lang=bi
2026-02-08,223,Positive 209,"We are commanded to honor the sages, to rise in front of them and to glorify them.",Vayikra 19:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.209?lang=bi
2026-02-08,224,Positive 210,We are commanded to honor [our] father and mother.,Vayikra 19:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.210?lang=bi
2026-02-09,225,Positive 211,"We are commanded to fear [our] father and mother and that is that one behave with them according to what is customary towards one whom he fears, such as a king.",Devarim 10:20,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.211?lang=bi
2026-02-09,226,Positive 212,"We are commanded to be fruitful and multiply, with the intention of preserving the species.",Devarim 20:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.212?lang=bi
2026-02-10,227,Positive 213,We are commanded to marry with <i>kiddushin</i>: To give something into the hand of the woman; through a contract; or through sexual intercourse.,Vayikra 19:35-36,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.213?lang=bi
2026-02-10,228,Positive 214,"We are commanded that a groom be with his wife a full year, such that he not go outside of the city, nor go out to the army nor undergo any of the things that are similar to these, but rather rejoice with her until the completion of a full year.",Vayikra 19:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.214?lang=bi
2026-02-11,229,Positive 215,We are commanded to circumcise a boy.,Vayikra 12:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.215?lang=bi
2026-02-11,230,Positive 216,We are commanded that a <i>yavam</i> (levirate husband) marry the wife of his brother when [the latter] dies without leaving offspring.,Devarim 19:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.216?lang=bi
2026-02-12,231,Positive 217,We are commanded that a <i>yevamah</i> (levirate wife) release her <i>yavam</i> if he does not marry her.,Devarim 19:18,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.217?lang=bi
2026-02-12,232,Positive 218,We are commanded that a rapist marry the woman he raped.,Devarim 22:29,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.218?lang=bi
2026-02-13,233,Positive 219,"We are commanded the law of the one who puts out a bad name meaning to say, that He commanded us to give him lashes and that she be his wife.",Shemos 21:18,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.219?lang=bi
2026-02-13,234,Positive 220,We are commanded about the law of the seducer.,Devarim 17:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.220?lang=bi
2026-02-14,235,Positive 221,We are commanded about the law of the [captive woman of] beautiful form.,Devarim 21:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.221?lang=bi
2026-02-14,236,Positive 222,We are commanded - if one wants to divorce to divorce with a contract under all circumstances.,Vayikra 18:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.222?lang=bi
2026-02-15,237,Positive 223,We are commanded about the law of the <i>sotah</i> (suspected adulteress).,Bamidbar 5:30,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.223?lang=bi
2026-02-15,238,Positive 224,We are commanded to give lashes with a whip to those that transgress certain commandments.,Devarim 25:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.224?lang=bi
2026-02-16,239,Positive 225,We are commanded to remove an accidental killer from his city to a city of refuge.,Bamidbar 35:25,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.225?lang=bi
2026-02-16,240,Positive 226,"We are commanded to kill, with a sword, those that transgress certain commandments.",Devarim 20:16,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.226?lang=bi
2026-02-17,241,Positive 227,We are commanded to strangle those that transgress certain commandments.,Shemos 28:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.227?lang=bi
2026-02-17,242,Positive 228,We are commanded to immolate those that transgress certain commandments.,Vayikra 20:23,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.228?lang=bi
2026-02-18,243,Positive 229,We are commanded to stone those that transgress certain commandments.,Shemos 28:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.229?lang=bi
2026-02-18,244,Positive 230,We are commanded to hang some of those killed by the court.,Vayikra 19:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.230?lang=bi
2026-02-19,245,Positive 231,We are commanded to bury those killed by the court on the day that they are killed.,Devarim 21:23,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.231?lang=bi
2026-02-19,246,Positive 232,We are commanded in this positive mitzvah.,Devarim 23:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.232?lang=bi
2026-02-20,247,Positive 233,We are commanded that the master who acquired a Hebrew (Jewish) maidservant marry her [he] or his son.,Shemos 21:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.233?lang=bi
2026-02-20,248,Positive 234,We are commanded to redeem the Hebrew maidservant.,Shemos 21:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.234?lang=bi
2026-02-21,249,Positive 235,We are commanded about the law of the Canaanite (gentile) slave.,Shemos 22:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.235?lang=bi
2026-02-21,250,Positive 236,We are commanded about the law of one who injures his fellow.,Vayikra 14:35,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.236?lang=bi
2026-02-22,251,Positive 237,We are commanded to administer the laws of the ox [that causes damage].,Bamidbar 27:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.237?lang=bi
2026-02-22,252,Positive 238,We are commanded to administer the laws of the pit [that causes damage].,Bamidbar 19:21,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.238?lang=bi
2026-02-23,253,Positive 239,"We are commanded to administer the laws of the thief that we fine him with the law of double-payment or four or five times, we kill him if he comes surreptitiously, we sell him and all of the regulations of the thief more generally, as explained in Scripture.",Vayikra 27:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.239?lang=bi
2026-02-23,254,Positive 240,We are commanded about the law of grazing.,Vayikra 13:47,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.240?lang=bi
2026-02-24,255,Positive 241,We are commanded about the law of fire damage.,Bamidbar 19:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.241?lang=bi
2026-02-24,256,Positive 242,We are commanded about the law of the unpaid guardian.,Shemos 22:6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.242?lang=bi
2026-02-25,257,Positive 243,"We are commanded about the law of the [paid guardian] and the renter since the law of the two of them is the same, as they explained and said (Shevuot 49b), ""There are three laws for four [categories of] guardians.",Shemos 13:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.243?lang=bi
2026-02-25,258,Positive 244,We are commanded about the law of the borrower.,Shemos 22:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.244?lang=bi
2026-02-26,259,Positive 245,We are commanded about the law of buying and selling meaning the ways in which the sale between the seller and buyer is effectuated.,Shemos 23:5,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.245?lang=bi
2026-02-26,260,Positive 246,We are commanded about the law of claimant and defendant.,Shemos 22:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.246?lang=bi
2026-02-27,261,Positive 247,"We are commanded to save someone pursued, even through the life of the pursuer meaning that we are commanded to kill the pursuer, if we are only able to save the pursued by [taking] the life of the pursuer.",Vayikra 23:36,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.247?lang=bi
2026-02-27,262,Positive 248,We are commanded in this positive mitzvah.,Devarim 23:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.248?lang=bi
2026-02-28,263,Conclusion,The positive commandments have been completed.,,https://www.sefaria.org/Sefer_HaMitzvot%2C_Conclusion_for_Positive_Commandments?lang=bi
2026-02-28,264,Negative 1,We are prohibited from believing in a god besides Him.,Vayikra 23:36,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.1?lang=bi
2026-03-01,265,Negative 2,We are prohibited from making an idol to serve and there is no difference whether one made it with his hands or commanded that it be made.,Shemos 20:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.2?lang=bi
2026-03-01,266,Negative 3,"We are prohibited from making an idol for those besides us, in order that they serve it and even if the one who commanded [us] to make it was a gentile.",Devarim 18:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.3?lang=bi
2026-03-02,267,Negative 4,"We are prohibited from making images from wood, stones, metal and other [substances] and even though they are not made to worship.",Vayikra 21:6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.4?lang=bi
2026-03-02,268,Negative 5,We are prohibited from bowing to an idol.,Vayikra 23:35,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.5?lang=bi
2026-03-03,269,Negative 6,"We are prohibited from worshipping an idol, even besides the four ways that preceded; but on condition that the worship be according to its way meaning to say, that one serves it in the way that this worshipped thing is worshipped, such as to expose oneself to Peor, or to cast a stone at Mercury.",Shemos 20:5,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.6?lang=bi
2026-03-03,270,Negative 7,"We are prohibited from giving over some of our children to that object of worship that was famous at the time of the giving of the Torah, the name of which was Molekh.",Vayikra 18:21,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.7?lang=bi
2026-03-04,271,Negative 8,We are prohibited from making an <i>ov</i> and that is that one burn a certain incense and do specific acts and it appears to him that he hears speech from below his underarm that answers what he asks it.,Vayikra 19:31,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.8?lang=bi
2026-03-04,272,Negative 9,We are prohibited from doing the procedure of the <i>yidaoni</i> and this too is one of the types of idolatry.,Devarim 15:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.9?lang=bi
2026-03-05,273,Negative 10,"We are prohibited from inclining towards idolatry and occupying ourselves with its narratives meaning to say, into this study of spirituality.",Vayikra 19:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.10?lang=bi
