Date,Sequential_Number,Mitzvah_Type_Number,Summary,Sefaria_Link
2025-11-03,154,Positive 140,"We are commanded to count the years and the sabbatical cycles until the Jubilee year, once the land has been conquered and we have subdued it.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.140?lang=bi
2025-11-03,155,Positive 141,We are commanded to release monies meaning all debts on the sabbatical year.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.141?lang=bi
2025-11-03,156,Positive 142,"We are commanded to press the gentile and to force him to pay his debt, just as we have been commanded to pity the Jew and have been prohibited from pressing him.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.142?lang=bi
2025-11-03,157,Positive 143,"We are commanded to give to the priest, the shoulder, the cheeks and the stomach from every sacrifice of pure animals that we slaughter.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.143?lang=bi
2025-11-03,158,Positive 144,We are commanded to give the first shearing to the priest.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.144?lang=bi
2025-11-03,159,Positive 145,We are commanded to administer the laws of dedications.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.145?lang=bi
2025-11-03,160,Positive 146,"We are commanded to slaughter a beast, animal or bird and then to eat its meat; and that it only be permissible to eat their meat by slaughtering [it].",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.146?lang=bi
2025-11-03,161,Positive 147,We are commanded to cover the blood of a [wild] animal or bird after they are slaughtered.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.147?lang=bi
2025-11-03,162,Positive 148,We are commanded to send away [the mother bird from] the nest.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.148?lang=bi
2025-11-03,163,Positive 149,We are commanded to check for the signs of beasts and animals that can be slaughtered and that is that they chew the cud and have split hooves and it is then permissible to eat them.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.149?lang=bi
2025-11-03,164,Positive 150,"We are commanded to check for the signs of birds, such that only some of them are permissible.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.150?lang=bi
2025-11-03,165,Positive 151,We are commanded to check for the signs of locusts as well.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.151?lang=bi
2025-11-03,166,Positive 152,"We are commanded to check for the signs of [permissible] fish, which are written [in the Torah].",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.152?lang=bi
2025-11-03,167,Positive 153,"We are commanded to sanctify (proclaim) the months (in other versions, and to calculate the months) and years.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.153?lang=bi
2025-11-03,168,Positive 154,We are commanded to rest on Shabbat.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.154?lang=bi
2025-11-03,169,Positive 155,We are commanded to sanctify the Shabbat and to say things at its beginning and its culmination.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.155?lang=bi
2025-11-03,170,Positive 156,We are commanded to destroy chametz from our homes on the fourteenth day of Nissan.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.156?lang=bi
2025-11-03,171,Positive 157,We are commanded to tell about the exodus from Egypt on the night of the fifteenth of Nissan at the beginning of the night according to the speaker's linguistic abilities.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.157?lang=bi
2025-11-03,172,Positive 158,We are commanded to eat matzah on the night of the fifteenth of Nissan whether there is a Pesach lamb or not.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.158?lang=bi
2025-11-03,173,Positive 159,We are commanded to rest on the first day of Pesach.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.159?lang=bi
2025-11-03,174,Positive 160,We are commanded to rest from work on the seventh [day] of Pesach.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.160?lang=bi
2025-11-03,175,Positive 161,We are commanded to count forty-nine days from the harvesting of the omer.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.161?lang=bi
2025-11-03,176,Positive 162,We are commanded to rest from work on the day of <i>Atzeret</i> (Shavuot).,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.162?lang=bi
2025-11-03,177,Positive 163,We are commanded to rest from work on the First of Tishrei.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.163?lang=bi
2025-11-03,178,Positive 164,We are commanded to fast on the tenth day of Tishrei.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.164?lang=bi
2025-11-03,179,Positive 165,We are commanded to rest from work and [certain] actions on Yom Kippur.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.165?lang=bi
2025-11-03,180,Positive 166,We are commanded to rest from work on the first day of Sukkot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.166?lang=bi
2025-11-03,181,Positive 167,We are commanded to rest from work on the eighth [day] of the holiday of Sukkot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.167?lang=bi
2025-11-03,182,Positive 168,We are commanded to dwell in the Sukkah seven days on the days of the holiday.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.168?lang=bi
2025-11-03,183,Positive 169,We are commanded to hold the lulav and to rejoice in front of the Lord seven days.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.169?lang=bi
2025-11-03,184,Positive 170,We are commanded to listen to the sound of the shofar on the first day of Tishrei.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.170?lang=bi
2025-11-03,185,Positive 171,We are commanded to give over a half shekel-coin each year.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.171?lang=bi
2025-11-03,186,Positive 172,"We are commanded to listen to all of the prophets, to do all that he commands even against a commandment or a group of these commandments.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.172?lang=bi
2025-11-03,187,Positive 173,We are commanded to appoint a king upon us [that] he gather all of our nation and lead us.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.173?lang=bi
2025-11-03,188,Positive 174,"We are commanded to listen to the Great Court and to do everything that they command us, to forbid and to permit.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.174?lang=bi
2025-11-03,189,Positive 175,We are commanded to follow the majority when there is a disagreement among the sages about any of the laws of the Torah.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.175?lang=bi
2025-11-03,190,Positive 176,We are commanded to appoint judges and officers to force the implementation of the Torah's commandments and to bring those inclining away from the true path back towards it.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.176?lang=bi
2025-11-03,191,Positive 177,Positive commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.177?lang=bi
2025-11-03,192,Positive 178,We are commanded to testify in court about everything that we know.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.178?lang=bi
2025-11-03,193,Positive 179,We are commanded to investigate the testimony and to inquire [about] it well; and afterwards we judge the case and reach the truth.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.179?lang=bi
2025-11-03,194,Positive 180,We are commanded to render witnesses that testify falsely liable for the punishment that they thought to bring about with their testimony.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.180?lang=bi
2025-11-03,195,Positive 181,We are commanded to behead a calf according to its commandment when a corpse is found in the field and it is not known who killed him.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.181?lang=bi
2025-11-03,196,Positive 182,"We are commanded to prepare six cities of refuge, such that they be ready for the accidental manslaughterer, that a path to them be fixed, that it be straightened and that nothing be left that would impede the fugitive from running [to them].",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.182?lang=bi
2025-11-03,197,Positive 183,"We are commanded to give cities to the Levites to dwell, since they do not have a portion and inheritance in the Land.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.183?lang=bi
2025-11-03,198,Positive 184,We are commanded to remove obstacles and dangers from all of our inhabitations.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.184?lang=bi
2025-11-03,199,Positive 185,"We are commanded to destroy idolatry and all of its houses with all types of destruction, annihilation, breaking, burning, demolishing and cutting every type according to what will be most enhanced and quickest in the destruction.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.185?lang=bi
2025-11-03,200,Positive 186,We are commanded to kill all the people of a condemned city (<i>ir hanidachat</i>) and to burn the city with everything that is in it.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.186?lang=bi
2025-11-03,201,Positive 187,"We are commanded to kill the seven nations that dwelled in the Land of Canaan and to destroy them, since they are the root of idolatry and its first base.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.187?lang=bi
2025-11-03,202,Positive 188,"We are commanded to exclusively cut off the seed of Amalek males, females, adults and children from among the rest of the descendants of Esav.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.188?lang=bi
2025-11-03,203,Positive 189,"We are commanded to remember what Amalek did to us in its coming forward to do us evil, to hate it at all times, to arouse the spirits with statements to fight with it and to make the nation alacritous to hate it such that the commandment not be forgotten with [the passing of] so much time.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.189?lang=bi
2025-11-03,204,Positive 190,We are commanded the law that He gave to us in a war with the other nations; and that is called an optional war.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.190?lang=bi
2025-11-03,205,Positive 191,We are commanded to appoint a priest that rebukes the people with the rebukes [needed for a] war and recalls whoever is not fit to fight whether from weakness [or because] his thoughts will be on a matter that will lead to a lack of courage in war and these are the three things explained by Scripture.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.191?lang=bi
2025-11-03,206,Positive 192,"We are commanded that when our soldiers go out to war, we prepare them a path outside of the camps, such that the people go out and a man not do his needs everywhere and between the dwellings, like the [other] nations do.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.192?lang=bi
2025-11-03,207,Positive 193,We are commanded that there be a digging tool together with the other tools of war with each one of the men of war; so as to dig with it in the place that he defecates on that path that is designated for this.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.193?lang=bi
2025-11-03,208,Positive 194,"We are commanded to return the stolen item itself, if it is still remaining as itself with the addition of a fifth if he swore [about it] or to give its value, if it was transformed.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.194?lang=bi
2025-11-03,209,Positive 195,We are commanded to give charity (<i>tzedekah</i>) and to strengthen the weak and to ease [their situation].,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.195?lang=bi
2025-11-03,210,Positive 196,"We are commanded to reward a Hebrew (Jewish) slave when he goes free, and not to have him leave [his owner's domain] empty-handed.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.196?lang=bi
2025-11-03,211,Positive 197,"We are commanded to lend to the poor, to lighten his poverty from upon him and to ease [his condition].",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.197?lang=bi
2025-11-03,212,Positive 198,We are commanded to demand interest from idolaters.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.198?lang=bi
2025-11-03,213,Positive 199,We are commanded to return the surety to its Jewish owner at the time that he has a need for it: If the surety is from that which he needs during the day such as tools of his craft or his activity he returns it to him during the day and holds it in surety at night; and if it is from that which he needs at night such as a pillow or a blanket he returns it to him at night and holds it in surety during the day.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.199?lang=bi
2025-11-03,214,Positive 200,"We are commanded to give the wage of an employee on its day, and not to delay it to another day.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.200?lang=bi
2025-11-03,215,Positive 201,"We are commanded that an employee eat from the thing he is working upon, at the time of his work when the thing is attached to the ground.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.201?lang=bi
2025-11-03,216,Positive 202,We are commanded to unload the load from upon an animal when it gets tired from its load upon the way.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.202?lang=bi
2025-11-03,217,Positive 203,"We are commanded to raise up the load upon an animal or a person when he is alone, after someone besides us has put it down.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.203?lang=bi
2025-11-03,218,Positive 204,We are commanded to return a lost object to its owners.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.204?lang=bi
2025-11-03,219,Positive 205,"We are commanded to rebuke a sinner, or one who wants to sin, and to prevent him from it with words of rebuke.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.205?lang=bi
2025-11-03,220,Positive 206,"We are commanded to love each other like we love ourselves, and that one's love and compassion for one's brother be like the love and compassion for himself regarding his money regarding his body and regarding everything that is in his domain.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.206?lang=bi
2025-11-03,221,Positive 207,We are commanded to love converts.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.207?lang=bi
2025-11-03,222,Positive 208,"We are commanded to justify the leveler, the scales, the weights and the measures; and to maximize their exactness.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.208?lang=bi
2025-11-03,223,Positive 209,"We are commanded to honor the sages, to rise in front of them and to glorify them.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.209?lang=bi
2025-11-03,224,Positive 210,We are commanded to honor [our] father and mother.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.210?lang=bi
2025-11-03,225,Positive 211,"We are commanded to fear [our] father and mother and that is that one behave with them according to what is customary towards one whom he fears, such as a king.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.211?lang=bi
2025-11-03,226,Positive 212,"We are commanded to be fruitful and multiply, with the intention of preserving the species.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.212?lang=bi
2025-11-03,227,Positive 213,We are commanded to marry with <i>kiddushin</i>: To give something into the hand of the woman; through a contract; or through sexual intercourse.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.213?lang=bi
2025-11-03,228,Positive 214,"We are commanded that a groom be with his wife a full year, such that he not go outside of the city, nor go out to the army nor undergo any of the things that are similar to these, but rather rejoice with her until the completion of a full year.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.214?lang=bi
2025-11-03,229,Positive 215,We are commanded to circumcise a boy.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.215?lang=bi
2025-11-03,230,Positive 216,We are commanded that a <i>yavam</i> (levirate husband) marry the wife of his brother when [the latter] dies without leaving offspring.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.216?lang=bi
2025-11-03,231,Positive 217,We are commanded that a <i>yevamah</i> (levirate wife) release her <i>yavam</i> if he does not marry her.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.217?lang=bi
2025-11-03,232,Positive 218,We are commanded that a rapist marry the woman he raped.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.218?lang=bi
2025-11-03,233,Positive 219,"We are commanded the law of the one who puts out a bad name meaning to say, that He commanded us to give him lashes and that she be his wife.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.219?lang=bi
2025-11-03,234,Positive 220,We are commanded about the law of the seducer.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.220?lang=bi
2025-11-03,235,Positive 221,We are commanded about the law of the [captive woman of] beautiful form.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.221?lang=bi
2025-11-03,236,Positive 222,We are commanded - if one wants to divorce to divorce with a contract under all circumstances.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.222?lang=bi
2025-11-03,237,Positive 223,We are commanded about the law of the <i>sotah</i> (suspected adulteress).,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.223?lang=bi
2025-11-03,238,Positive 224,We are commanded to give lashes with a whip to those that transgress certain commandments.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.224?lang=bi
2025-11-03,239,Positive 225,We are commanded to remove an accidental killer from his city to a city of refuge.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.225?lang=bi
2025-11-03,240,Positive 226,"We are commanded to kill, with a sword, those that transgress certain commandments.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.226?lang=bi
2025-11-03,241,Positive 227,We are commanded to strangle those that transgress certain commandments.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.227?lang=bi
2025-11-03,242,Positive 228,We are commanded to immolate those that transgress certain commandments.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.228?lang=bi
2025-11-03,243,Positive 229,We are commanded to stone those that transgress certain commandments.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.229?lang=bi
2025-11-03,244,Positive 230,We are commanded to hang some of those killed by the court.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.230?lang=bi
2025-11-03,245,Positive 231,We are commanded to bury those killed by the court on the day that they are killed.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.231?lang=bi
2025-11-03,246,Positive 232,Positive commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.232?lang=bi
2025-11-03,247,Positive 233,We are commanded that the master who acquired a Hebrew (Jewish) maidservant marry her [he] or his son.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.233?lang=bi
2025-11-03,248,Positive 234,We are commanded to redeem the Hebrew maidservant.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.234?lang=bi
2025-11-03,249,Positive 235,We are commanded about the law of the Canaanite (gentile) slave.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.235?lang=bi
2025-11-03,250,Positive 236,We are commanded about the law of one who injures his fellow.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.236?lang=bi
2025-11-03,251,Positive 237,We are commanded to administer the laws of the ox [that causes damage].,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.237?lang=bi
2025-11-03,252,Positive 238,We are commanded to administer the laws of the pit [that causes damage].,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.238?lang=bi
2025-11-03,253,Positive 239,"We are commanded to administer the laws of the thief that we fine him with the law of double-payment or four or five times, we kill him if he comes surreptitiously, we sell him and all of the regulations of the thief more generally, as explained in Scripture.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.239?lang=bi
2025-11-03,254,Positive 240,We are commanded about the law of grazing.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.240?lang=bi
2025-11-03,255,Positive 241,We are commanded about the law of fire damage.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.241?lang=bi
2025-11-03,256,Positive 242,We are commanded about the law of the unpaid guardian.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.242?lang=bi
2025-11-03,257,Positive 243,"We are commanded about the law of the [paid guardian] and the renter since the law of the two of them is the same, as they explained and said (Shevuot 49b), ""There are three laws for four [categories of] guardians.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.243?lang=bi
2025-11-03,258,Positive 244,We are commanded about the law of the borrower.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.244?lang=bi
2025-11-03,259,Positive 245,We are commanded about the law of buying and selling meaning the ways in which the sale between the seller and buyer is effectuated.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.245?lang=bi
2025-11-03,260,Positive 246,We are commanded about the law of claimant and defendant.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.246?lang=bi
2025-11-03,261,Positive 247,"We are commanded to save someone pursued, even through the life of the pursuer meaning that we are commanded to kill the pursuer, if we are only able to save the pursued by [taking] the life of the pursuer.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.247?lang=bi
2025-11-03,262,Positive 248,Positive commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.248?lang=bi
2025-11-04,263,Negative 1,We are prohibited from believing in a god besides Him.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.1?lang=bi
2025-11-04,264,Negative 2,We are prohibited from making an idol to serve and there is no difference whether one made it with his hands or commanded that it be made.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.2?lang=bi
2025-11-04,265,Negative 3,"We are prohibited from making an idol for those besides us, in order that they serve it and even if the one who commanded [us] to make it was a gentile.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.3?lang=bi
2025-11-04,266,Negative 4,"We are prohibited from making images from wood, stones, metal and other [substances] and even though they are not made to worship.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.4?lang=bi
2025-11-04,267,Negative 5,We are prohibited from bowing to an idol.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.5?lang=bi
2025-11-04,268,Negative 6,"We are prohibited from worshipping an idol, even besides the four ways that preceded; but on condition that the worship be according to its way meaning to say, that one serves it in the way that this worshipped thing is worshipped, such as to expose oneself to Peor, or to cast a stone at Mercury.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.6?lang=bi
2025-11-04,269,Negative 7,"We are prohibited from giving over some of our children to that object of worship that was famous at the time of the giving of the Torah, the name of which was Molekh.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.7?lang=bi
2025-11-04,270,Negative 8,We are prohibited from making an <i>ov</i> and that is that one burn a certain incense and do specific acts and it appears to him that he hears speech from below his underarm that answers what he asks it.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.8?lang=bi
2025-11-04,271,Negative 9,We are prohibited from doing the procedure of the <i>yidaoni</i> and this too is one of the types of idolatry.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.9?lang=bi
2025-11-04,272,Negative 10,"We are prohibited from inclining towards idolatry and occupying ourselves with its narratives meaning to say, into this study of spirituality.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.10?lang=bi
2025-11-04,273,Negative 11,"We are prohibited from making a pillar to which we attach ourselves and honor, even if it positioned to serve God upon it.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.11?lang=bi
2025-11-04,274,Negative 12,"We are prohibited from making a stone that is designed to bowing upon, even if this was for [bowing to] God, may He be blessed.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.12?lang=bi
2025-11-04,275,Negative 13,We are prohibited from idolatry.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.13?lang=bi
2025-11-04,276,Negative 14,We are prohibited from swearing by an idol.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.14?lang=bi
2025-11-04,277,Negative 15,"We are prohibited from preaching for an idol, and [for one] to call people to serve it and to make them enthused about it and even if the preacher does not do any of the actions [of idolatry] besides preaching about it.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.15?lang=bi
2025-11-04,278,Negative 16,We are prohibited from inciting.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.16?lang=bi
2025-11-04,279,Negative 17,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.17?lang=bi
2025-11-04,280,Negative 18,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.18?lang=bi
2025-11-04,281,Negative 19,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.19?lang=bi
2025-11-04,282,Negative 20,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.20?lang=bi
2025-11-04,283,Negative 21,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.21?lang=bi
2025-11-04,284,Negative 22,We are prohibited from benefiting from the ornaments with which an idol is decorated.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.22?lang=bi
2025-11-04,285,Negative 23,We are prohibited from rebuilding a condemned city.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.23?lang=bi
2025-11-04,286,Negative 24,"We are prohibited from - that we not benefit from, or at all hold on to, wealth from a condemned city.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.24?lang=bi
2025-11-04,287,Negative 25,We are prohibited from attaching something from an idol to our wealth.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.25?lang=bi
2025-11-04,288,Negative 26,We are prohibited from prophesying in its name.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.26?lang=bi
2025-11-04,289,Negative 27,We are prohibited from prophesying falsely.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.27?lang=bi
2025-11-04,290,Negative 28,We are prohibited from listening to one who prophesies in the name of an idol.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.28?lang=bi
2025-11-04,291,Negative 29,"We are prohibited from - that we not be afraid of the false prophet, nor be negligent about killing him, because he prophesied in the name of God.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.29?lang=bi
2025-11-04,292,Negative 30,"We are prohibited from following in the ways of the idolaters, and from behaving according to their practices and even with their clothing and with their gatherings in their assemblies.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.30?lang=bi
2025-11-04,293,Negative 31,"We are prohibited from divination meaning to say, that one moves the faculty of imagination with a type of stimulus, like all of those with abilities to say what will happen before it does.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.31?lang=bi
2025-11-05,294,Negative 32,We are prohibited from doing actions chosen by astrology.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.32?lang=bi
2025-11-06,295,Negative 33,"We are prohibited from soothsaying, such as the statement of the empty ones ""I have already returned from the path, I will not finish all that I need""; ""Today is Sunday, I will not benefit anything from having seen thing x.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.33?lang=bi
2025-11-07,296,Negative 34,We are prohibited from witchcraft entirely.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.34?lang=bi
2025-11-08,297,Negative 35,We are prohibited from being a charmer and that is saying things that they think will be effective for this.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.35?lang=bi
2025-11-09,298,Negative 36,We are prohibited from inquiring of someone with an <i>ov</i>.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.36?lang=bi
2025-11-10,299,Negative 37,We are prohibited from inquiring of a <i>yidaoni</i>.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.37?lang=bi
2025-11-11,300,Negative 38,"We are prohibited from inquiring of the dead as is thought by those that are truly dead, even though they eat and feel and think that one who does such and dresses like this will have a dead person come to him during [his] sleep and tell him what he asks.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.38?lang=bi
