Date,Sequential_Number,Mitzvah_Type_Number,Summary,Sefaria_Link
2026-01-20,172,Positive 158,To to eat matzah on the night of the fifteenth of Nissan - whether there is a...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.158?lang=bi
2026-01-21,173,Positive 159,"And that is that He commanded us to redeem the firstborn man, that we should ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.159?lang=bi
2026-01-21,174,Positive 160,To to rest from work on the seventh [day] of Pesach,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.160?lang=bi
2026-01-22,175,Positive 161,"To that we should redeem the [firstborn] donkey specifically with a sheep, an...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.161?lang=bi
2026-01-22,176,Positive 162,To to rest from work on the day of Atzeret (Shavuot),https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.162?lang=bi
2026-01-23,177,Positive 163,To to behead the [firstborn] donkey if we do not redeem it,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.163?lang=bi
2026-01-23,178,Positive 164,To to fast on the tenth day of Tishrei,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.164?lang=bi
2026-01-24,179,Positive 165,To to bring all of the sacrifices that are incumbent upon one during the firs...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.165?lang=bi
2026-01-24,180,Positive 166,To to rest from work on the first day of Sukkot,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.166?lang=bi
2026-01-25,181,Positive 167,To to offer all of the sacrifices in the [Temple],https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.167?lang=bi
2026-01-25,182,Positive 168,To to dwell in the Sukkah seven days on the days of the holiday,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.168?lang=bi
2026-01-26,183,Positive 169,"To to bring any sin-offering, burnt-offering, guilt-offering and peace-offeri...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.169?lang=bi
2026-01-26,184,Positive 170,And that is that He commanded us to listen to the sound of the shofar on the ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.170?lang=bi
2026-01-27,185,Positive 171,"To to redeem consecrated animals which have developed blemishes, such that it...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.171?lang=bi
2026-01-27,186,Positive 172,"To to listen to all of the prophets, to do all that he commands - even agains...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.172?lang=bi
2026-01-28,187,Positive 173,To that the substitute [of a consecrated item] be consecrated,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.173?lang=bi
2026-01-28,188,Positive 174,"To to listen to the Great Court and to do everything that they command us, to...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.174?lang=bi
2026-01-29,189,Positive 175,That is that He commanded the priests to eat the remainders of the grain offe...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.175?lang=bi
2026-01-29,190,Positive 176,To to appoint judges and officers to force the implementation of the Torah's ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.176?lang=bi
2026-01-30,191,Positive 177,That is that He commanded the priests to eat the meat of consecrated animals ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.177?lang=bi
2026-01-30,192,Positive 178,To to testify in court about everything that we know,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.178?lang=bi
2026-01-31,193,Positive 179,That is that He commanded to burn consecrated items that have become impure,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.179?lang=bi
2026-01-31,194,Positive 180,To to render witnesses that testify falsely liable for the punishment that th...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.180?lang=bi
2026-02-01,195,Positive 181,That is that He commanded to burn leftovers (notar),https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.181?lang=bi
2026-02-01,196,Positive 182,"To to prepare six cities of refuge, such that they be ready for the accidenta...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.182?lang=bi
2026-02-02,197,Positive 183,To that a nazarite should grow his hair,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.183?lang=bi
2026-02-02,198,Positive 184,To to remove obstacles and dangers from all of our inhabitations,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.184?lang=bi
2026-02-03,199,Positive 185,To to shave the nazarite's head and to bring his sacrifices at the culminatio...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.185?lang=bi
2026-02-03,200,Positive 186,To to kill all the people of a condemned city (ir hanidachat) and to burn the...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.186?lang=bi
2026-02-04,201,Positive 187,That is that we were commanded to fulfill everything that we we take upon our...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.187?lang=bi
2026-02-04,202,Positive 188,"To to exclusively cut off the seed of Amalek - males, females, adults and chi...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.188?lang=bi
2026-02-05,203,Positive 189,To to administer the nullification of vows - meaning the precept that He inst...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.189?lang=bi
2026-02-05,204,Positive 190,To the law that He gave to us in a war with the other nations; and that is ca...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.190?lang=bi
2026-02-06,205,Positive 191,"To that when any person touches a carcass, he becomes impure",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.191?lang=bi
2026-02-06,206,Positive 192,"To that when our soldiers go out to war, we prepare them a path outside of th...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.192?lang=bi
2026-02-07,207,Positive 193,To to [administer the laws of impurity] of eight creeping creatures,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.193?lang=bi
2026-02-07,208,Positive 194,"To to return the stolen item itself, if it is still remaining as itself - wit...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.194?lang=bi
2026-02-08,209,Positive 195,To to administer [the laws of] impurity of foods and drinks,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.195?lang=bi
2026-02-08,210,Positive 196,"To to reward a Hebrew (Jewish) slave when he goes free, and not to have him l...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.196?lang=bi
2026-02-09,211,Positive 197,To that a menstruant woman be impure,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.197?lang=bi
2026-02-09,212,Positive 198,To to demand interest from idolaters,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.198?lang=bi
2026-02-10,213,Positive 199,To that a woman after childbirth be impure,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.199?lang=bi
2026-02-10,214,Positive 200,"To to give the wage of an employee on its day, and not to delay it to another...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.200?lang=bi
2026-02-11,215,Positive 201,To that a metsora be impure,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.201?lang=bi
2026-02-11,216,Positive 202,To to unload the load from upon an animal when it gets tired from its load up...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.202?lang=bi
2026-02-12,217,Positive 203,"To to administer the laws of the impurity of a garment that has tsaraat, such...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.203?lang=bi
2026-02-12,218,Positive 204,To to return a lost object to its owners,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.204?lang=bi
2026-02-13,219,Positive 205,To that a house that has tsaraat be impure,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.205?lang=bi
2026-02-13,220,Positive 206,"To to love each other like we love ourselves, and that one's love and compass...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.206?lang=bi
2026-02-14,221,Positive 207,To that a zav be impure,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.207?lang=bi
2026-02-14,222,Positive 208,"To to justify the leveler, the scales, the weights and the measures; and to m...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.208?lang=bi
2026-02-15,223,Positive 209,To that semen be impure,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.209?lang=bi
2026-02-15,224,Positive 210,To to honor [our] father and mother,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.210?lang=bi
2026-02-16,225,Positive 211,To that a zavah be impure,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.211?lang=bi
2026-02-16,226,Positive 212,"To to be fruitful and multiply, with the intention of preserving the species",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.212?lang=bi
2026-02-17,227,Positive 213,To to administer [the laws of] the impurity of a corpse,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.213?lang=bi
2026-02-17,228,Positive 214,"To that a groom be with his wife a full year, such that he not go outside of ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.214?lang=bi
2026-02-18,229,Positive 215,"To and instructed us [to administer] the laws of purification water, about wh...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.215?lang=bi
2026-02-18,230,Positive 216,To that a yavam (levirate husband) marry the wife of his brother when [the la...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.216?lang=bi
2026-02-19,231,Positive 217,"To that we immerse in the mikveh waters, and that we then become pure from on...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.217?lang=bi
2026-02-19,232,Positive 218,To that a rapist marry the woman he raped,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.218?lang=bi
2026-02-20,233,Positive 219,To that the purification from tsaraat be according to the process written in ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.219?lang=bi
2026-02-20,234,Positive 220,To about the law of the seducer,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.220?lang=bi
2026-02-21,235,Positive 221,"That is that He commanded the metsora (a person with tsaarat) to shave, and t...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.221?lang=bi
2026-02-21,236,Positive 222,To - if one wants to divorce - to divorce with a contract under all circumsta...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.222?lang=bi
2026-02-22,237,Positive 223,"To that a metsora (a person with tsaarat) be known to all, such that people w...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.223?lang=bi
2026-02-22,238,Positive 224,To to give lashes with a whip to those that transgress certain commandments,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.224?lang=bi
2026-02-23,239,Positive 225,"And that is that He commanded us to process the red heifer, so that its ashes...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.225?lang=bi
2026-02-23,240,Positive 226,"To to kill, with a sword, those that transgress certain commandments",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.226?lang=bi
2026-02-24,241,Positive 227,To to administer the law of human appraisals,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.227?lang=bi
2026-02-24,242,Positive 228,To to immolate those that transgress certain commandments,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.228?lang=bi
2026-02-25,243,Positive 229,To with the law of animal appraisals,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.229?lang=bi
2026-02-25,244,Positive 230,To to hang some of those killed by the court,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.230?lang=bi
2026-02-26,245,Positive 231,To about house appraisals,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.231?lang=bi
2026-02-26,246,Positive 232,That is that He commanded about the law of a Hebrew (Jewish) slave,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.232?lang=bi
2026-02-27,247,Positive 233,To about field appraisals,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.233?lang=bi
2026-02-27,248,Positive 234,To to redeem the Hebrew maidservant,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.234?lang=bi
2026-02-28,249,Positive 235,That is that we were commanded that anyone who benefits from consecrated prop...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.235?lang=bi
2026-02-28,250,Positive 236,To about the law of one who injures his fellow,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.236?lang=bi
2026-03-01,251,Positive 237,To that the sapling of the fourth year be completely holy,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.237?lang=bi
2026-03-01,252,Positive 238,To to administer the laws of the pit [that causes damage],https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.238?lang=bi
2026-03-02,253,Positive 239,"To to leave over the corner of the produce, the trees and that which is simil...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.239?lang=bi
2026-03-02,254,Positive 240,To about the law of grazing,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.240?lang=bi
2026-03-03,255,Positive 241,To to leave over the gleanings,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.241?lang=bi
2026-03-03,256,Positive 242,To about the law of the unpaid guardian,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.242?lang=bi
2026-03-04,257,Positive 243,To to leave over the forgotten [produce],https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.243?lang=bi
2026-03-04,258,Positive 244,To about the law of the borrower,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.244?lang=bi
2026-03-05,259,Positive 245,To to leave over that which is called ollalot (incomplete clusters) for the p...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.245?lang=bi
2026-03-05,260,Positive 246,To about the law of claimant and defendant,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.246?lang=bi
2026-03-06,261,Positive 247,"To to leave over for the poor, that which falls and breaks off from the grape...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.247?lang=bi
2026-03-06,262,Positive 248,That is that He instructed us about the laws of inheritance,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.248?lang=bi
2026-03-07,263,Positive 249,To to extract the first-fruits and bring them to the Temple,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.249?lang=bi
2026-03-08,264,Positive 250,And that is that He commanded us to extract the great (priestly) tithe (terum...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.250?lang=bi
2026-03-09,265,Positive 251,To to extract the tithe from agricultural produce,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.251?lang=bi
2026-03-10,266,Positive 252,To to extract the second tithe,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.252?lang=bi
2026-03-11,267,Positive 253,That is that He commanded the Levites to extract a tithe from the tithe that ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.253?lang=bi
2026-03-12,268,Positive 254,"To to extract the poor tithe every third year of the sabbatical [cycle], as w...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.254?lang=bi
2026-03-13,269,Positive 255,To to declare in front of Him the fulfillment of the regulations of the tithe...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.255?lang=bi
2026-03-14,270,Positive 256,To to tell over His kindnesses that He benefited us and saved us - and one be...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.256?lang=bi
2026-03-15,271,Positive 257,To to separate the loaf (challah)-tithe from our dough and to give it to the ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.257?lang=bi
2026-03-16,272,Positive 258,To to render ownerless all that grows from the ground during the sabbatical y...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.258?lang=bi
2026-03-17,273,Positive 259,To to rest from any agricultural work on the seventh year,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.259?lang=bi
2026-03-18,274,Positive 260,"To to sanctify the fiftieth year - that is to say, to cease working during it",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.260?lang=bi
2026-03-19,275,Positive 261,To to blow the shofar on the tenth day of Tishrei of this year to announce th...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.261?lang=bi
2026-03-20,276,Positive 262,"To to return all the lands to their owners in this year, and that they go out...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.262?lang=bi
2026-03-21,277,Positive 263,To that there be [the possibility of] redeeming lands sold within the city wa...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.263?lang=bi
2026-03-22,278,Positive 264,"To to count the years and the sabbatical cycles until the Jubilee year, once ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.264?lang=bi
2026-03-23,279,Positive 265,To to release monies - meaning all debts - on the sabbatical year,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.265?lang=bi
2026-03-24,280,Positive 266,"To to press the gentile and to force him to pay his debt, just as we have bee...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.266?lang=bi
2026-03-25,281,Positive 267,"To to give to the priest, the shoulder, the cheeks and the stomach from every...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.267?lang=bi
2026-03-26,282,Positive 268,To to give the first shearing to the priest,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.268?lang=bi
2026-03-27,283,Positive 269,To to administer the laws of dedications,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.269?lang=bi
2026-03-28,284,Positive 270,"To to slaughter a beast, animal or bird and then to eat its meat; and that it...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.270?lang=bi
2026-03-29,285,Positive 271,To to cover the blood of a [wild] animal or bird after they are slaughtered,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.271?lang=bi
2026-03-30,286,Positive 272,To to send away [the mother bird from] the nest,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.272?lang=bi
2026-03-31,287,Positive 273,To to check for the signs of beasts and animals that can be slaughtered - and...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.273?lang=bi
2026-04-01,288,Positive 274,"To to check for the signs of birds, such that only some of them are permissible",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.274?lang=bi
2026-04-02,289,Positive 275,To to check for the signs of locusts as well,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.275?lang=bi
2026-04-03,290,Positive 276,"To to check for the signs of [permissible] fish, which are written [in the To...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.276?lang=bi
2026-04-04,291,Positive 277,"To to sanctify (proclaim) the months (in other versions, and to calculate the...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.277?lang=bi
2026-04-05,292,Positive 278,To to rest on Shabbat,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.278?lang=bi
2026-04-06,293,Positive 279,To to sanctify the Shabbat and to say things at its beginning and its culmina...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.279?lang=bi
2026-04-07,294,Positive 280,To to destroy chametz from our homes on the fourteenth day of Nissan,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.280?lang=bi
2026-04-08,295,Positive 281,To to tell about the exodus from Egypt on the night of the fifteenth of Nissa...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.281?lang=bi
2026-04-09,296,Positive 282,To to eat matzah on the night of the fifteenth of Nissan - whether there is a...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.282?lang=bi
2026-04-10,297,Positive 283,To to rest on the first day of Pesach,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.283?lang=bi
2026-04-11,298,Positive 284,To to rest from work on the seventh [day] of Pesach,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.284?lang=bi
2026-04-12,299,Positive 285,To to count forty-nine days from the harvesting of the omer,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.285?lang=bi
2026-04-13,300,Positive 286,To to rest from work on the day of Atzeret (Shavuot),https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.286?lang=bi
2026-04-14,301,Positive 287,To to rest from work on the First of Tishrei,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.287?lang=bi
2026-04-15,302,Positive 288,To to fast on the tenth day of Tishrei,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.288?lang=bi
2026-04-16,303,Positive 289,And that is that He commanded us to rest from work and [certain] actions on Y...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.289?lang=bi
2026-04-17,304,Positive 290,To to rest from work on the first day of Sukkot,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.290?lang=bi
2026-04-18,305,Positive 291,To to rest from work on the eighth [day] of the holiday of Sukkot,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.291?lang=bi
2026-04-19,306,Positive 292,To to dwell in the Sukkah seven days on the days of the holiday,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.292?lang=bi
2026-04-20,307,Positive 293,To to hold the lulav and to rejoice in front of the Lord seven days,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.293?lang=bi
2026-04-21,308,Positive 294,And that is that He commanded us to listen to the sound of the shofar on the ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.294?lang=bi
2026-04-22,309,Positive 295,To to give over a half shekel-coin each year,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.295?lang=bi
2026-04-23,310,Positive 296,"To to listen to all of the prophets, to do all that he commands - even agains...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.296?lang=bi
2026-04-24,311,Positive 297,To to appoint a king upon us - [that] he gather all of our nation and lead us,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.297?lang=bi
2026-04-25,312,Positive 298,"To to listen to the Great Court and to do everything that they command us, to...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.298?lang=bi
2026-04-26,313,Positive 299,To to follow the majority when there is a disagreement among the sages about ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.299?lang=bi
2026-04-27,314,Positive 300,To to appoint judges and officers to force the implementation of the Torah's ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.300?lang=bi
2026-04-28,315,Positive 301,"That is that He commanded all judges to equalize the litigants, that each of ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.301?lang=bi
2026-04-29,316,Positive 302,To to testify in court about everything that we know,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.302?lang=bi
2026-04-30,317,Positive 303,To to investigate the testimony and to inquire [about] it well; and afterward...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.303?lang=bi
2026-05-01,318,Positive 304,To to render witnesses that testify falsely liable for the punishment that th...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.304?lang=bi
2026-05-02,319,Positive 305,To to behead a calf according to its commandment when a corpse is found in th...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.305?lang=bi
2026-05-03,320,Positive 306,"To to prepare six cities of refuge, such that they be ready for the accidenta...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.306?lang=bi
2026-05-04,321,Positive 307,"And that is that He commanded us to give cities to the Levites to dwell, sinc...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.307?lang=bi
2026-05-05,322,Positive 308,To to remove obstacles and dangers from all of our inhabitations,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.308?lang=bi
2026-05-06,323,Positive 309,"To to destroy idolatry and all of its houses with all types of destruction, a...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.309?lang=bi
2026-05-07,324,Positive 310,To to kill all the people of a condemned city (ir hanidachat) and to burn the...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.310?lang=bi
2026-05-08,325,Positive 311,And that is that He commanded us to kill the seven nations that dwelled in th...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.311?lang=bi
2026-05-09,326,Positive 312,"To to exclusively cut off the seed of Amalek - males, females, adults and chi...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.312?lang=bi
2026-05-10,327,Positive 313,"To to remember what Amalek did to us in its coming forward to do us evil, to ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.313?lang=bi
2026-05-11,328,Positive 314,To the law that He gave to us in a war with the other nations; and that is ca...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.314?lang=bi
2026-05-12,329,Positive 315,To to appoint a priest that rebukes the people with the rebukes [needed for a...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.315?lang=bi
2026-05-13,330,Positive 316,"To that when our soldiers go out to war, we prepare them a path outside of th...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.316?lang=bi
2026-05-14,331,Positive 317,To that there be a digging tool together with the other tools of war with eac...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.317?lang=bi
2026-05-15,332,Positive 318,"To to return the stolen item itself, if it is still remaining as itself - wit...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.318?lang=bi
2026-05-16,333,Positive 319,To to give charity (tzedekah) and to strengthen the weak and to ease [their s...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.319?lang=bi
2026-05-17,334,Positive 320,"To to reward a Hebrew (Jewish) slave when he goes free, and not to have him l...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.320?lang=bi
2026-05-18,335,Positive 321,"To to lend to the poor, to lighten his poverty from upon him and to ease [his...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.321?lang=bi
2026-05-19,336,Positive 322,To to demand interest from idolaters,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.322?lang=bi
2026-05-20,337,Positive 323,To to return the surety to its Jewish owner at the time that he has a need fo...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.323?lang=bi
2026-05-21,338,Positive 324,"To to give the wage of an employee on its day, and not to delay it to another...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.324?lang=bi
2026-05-22,339,Positive 325,"To that an employee eat from the thing he is working upon, at the time of his...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.325?lang=bi
2026-05-23,340,Positive 326,To to unload the load from upon an animal when it gets tired from its load up...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.326?lang=bi
2026-05-24,341,Positive 327,"To to raise up the load upon an animal or a person when he is alone, after so...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.327?lang=bi
2026-05-25,342,Positive 328,To to return a lost object to its owners,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.328?lang=bi
